Year,Date,Location,Site,Habitat,Transect,Quadrat,Taxonomy_Substrate_Functional_Group,Percent_Cover
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Algal Turf,64
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Halimeda minima,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Lobophora variegata,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 1,LTER 1,Outer 10,1,1,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Algal Turf,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Lobophora variegata,48
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 10,LTER 1,Outer 10,1,10,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Algal Turf,92
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Lobophora variegata,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 2,LTER 1,Outer 10,1,2,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Algal Turf,60
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Halimeda minima,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Lobophora variegata,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 3,LTER 1,Outer 10,1,3,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Algal Turf,68
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Lobophora variegata,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 4,LTER 1,Outer 10,1,4,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Lobophora variegata,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 5,LTER 1,Outer 10,1,5,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Algal Turf,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Lobophora variegata,76
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 6,LTER 1,Outer 10,1,6,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Algal Turf,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Asparagopsis taxiformis,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Lobophora variegata,80
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 7,LTER 1,Outer 10,1,7,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Algal Turf,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 8,LTER 1,Outer 10,1,8,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Crustose Corallines,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 1 Quad 9,LTER 1,Outer 10,1,9,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Crustose Corallines,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Lobophora variegata,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 1,LTER 1,Outer 10,2,1,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Lobophora variegata,40
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 10,LTER 1,Outer 10,2,10,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Algal Turf,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Coral,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Halimeda minima,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Lobophora variegata,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 2,LTER 1,Outer 10,2,2,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Algal Turf,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Lobophora variegata,80
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 3,LTER 1,Outer 10,2,3,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Algal Turf,60
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 4,LTER 1,Outer 10,2,4,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Algal Turf,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Halimeda minima,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Lobophora variegata,48
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 5,LTER 1,Outer 10,2,5,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Algal Turf,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Lobophora variegata,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Millepora platyphylla,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 6,LTER 1,Outer 10,2,6,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Algal Turf,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Coral,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Lobophora variegata,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 7,LTER 1,Outer 10,2,7,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Algal Turf,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Lobophora variegata,68
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 8,LTER 1,Outer 10,2,8,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Algal Turf,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Lobophora variegata,64
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 2 Quad 9,LTER 1,Outer 10,2,9,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Algal Turf,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Lobophora variegata,76
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 1,LTER 1,Outer 10,3,1,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Algal Turf,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Asparagopsis taxiformis,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Halimeda taenicola,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Lobophora variegata,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 10,LTER 1,Outer 10,3,10,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 2,LTER 1,Outer 10,3,2,Algal Turf,72
